customer_id,full_name,first_name,last_name,age,age_category,email,email_domain,account_value,value_category,priority_score,processed_date
5078,Jeffrey Reed,Jeffrey,Reed,55,Middle Age,jeffrey.reed@outlook.com,outlook.com,184242.32,Premium,60,2025-07-11T00:23:13.880Z
5079,Brian Rogers,Brian,Rogers,36,Adult,brian.rogers@enterprise.com,enterprise.com,215442.04,Premium,60,2025-07-11T00:23:13.880Z
5080,Logan Parker,Logan,Parker,28,Adult,logan.parker@yahoo.com,yahoo.com,96967.25,Gold,60,2025-07-11T00:23:13.880Z
5081,Cameron Robinson,Cameron,Robinson,62,Middle Age,cameron.robinson@gmail.com,gmail.com,49568.84,Silver,50,2025-07-11T00:23:13.880Z
5082,Zachary Parker,Zachary,Parker,63,Middle Age,zachary.parker@outlook.com,outlook.com,171907.64,Premium,60,2025-07-11T00:23:13.880Z
5083,Garrett Crawford,Garrett,Crawford,49,Middle Age,garrett.crawford@company.com,company.com,132088.49,Premium,60,2025-07-11T00:23:13.880Z
5084,Jennifer Grant,Jennifer,Grant,48,Middle Age,jennifer.grant@hotmail.com,hotmail.com,179343.13,Premium,60,2025-07-11T00:23:13.880Z
5085,Courtney Sanders,Courtney,Sanders,30,Adult,courtney.sanders@gmail.com,gmail.com,118060.88,Premium,70,2025-07-11T00:23:13.881Z
5086,Lucas Hamilton,Lucas,Hamilton,62,Middle Age,lucas.hamilton@enterprise.com,enterprise.com,65199.65,Gold,50,2025-07-11T00:23:13.882Z
5087,Jordan Patterson,Jordan,Patterson,28,Adult,jordan.patterson@company.com,company.com,41861.52,Silver,40,2025-07-11T00:23:13.882Z
5088,Brandon Hughes,Brandon,Hughes,68,Senior,brandon.hughes@gmail.com,gmail.com,18353.59,Silver,30,2025-07-11T00:23:13.882Z
5089,Alexis Rogers,Alexis,Rogers,53,Middle Age,alexis.rogers@outlook.com,outlook.com,54262.87,Gold,50,2025-07-11T00:23:13.882Z
5090,Kenneth Green,Kenneth,Green,67,Senior,kenneth.green@gmail.com,gmail.com,245867.06,Premium,50,2025-07-11T00:23:13.882Z
5091,Patrick Rice,Patrick,Rice,44,Adult,patrick.rice@hotmail.com,hotmail.com,181862.55,Premium,60,2025-07-11T00:23:13.883Z
5092,Stephanie Cooper,Stephanie,Cooper,63,Middle Age,stephanie.cooper@outlook.com,outlook.com,92243.17,Gold,50,2025-07-11T00:23:13.883Z
5093,Kelsey Diaz,Kelsey,Diaz,25,Adult,kelsey.diaz@enterprise.com,enterprise.com,182806.99,Premium,60,2025-07-11T00:23:13.883Z
5094,Emma Walker,Emma,Walker,25,Adult,emma.walker@enterprise.com,enterprise.com,248639.98,Premium,60,2025-07-11T00:23:13.883Z
5095,Kyle Richardson,Kyle,Richardson,40,Adult,kyle.richardson@enterprise.com,enterprise.com,193980.77,Premium,60,2025-07-11T00:23:13.883Z
5096,Brooke Nguyen,Brooke,Nguyen,38,Adult,brooke.nguyen@gmail.com,gmail.com,129426.92,Premium,70,2025-07-11T00:23:13.883Z
5097,Amy Cruz,Amy,Cruz,34,Adult,amy.cruz@enterprise.com,enterprise.com,43430.89,Silver,40,2025-07-11T00:23:13.883Z
5098,Jasmine Palmer,Jasmine,Palmer,37,Adult,jasmine.palmer@company.com,company.com,69587.03,Gold,50,2025-07-11T00:23:13.884Z
5099,Kimberly Stewart,Kimberly,Stewart,35,Adult,kimberly.stewart@yahoo.com,yahoo.com,37319.65,Silver,50,2025-07-11T00:23:13.884Z
5100,Donna Phillips,Donna,Phillips,27,Adult,donna.phillips@yahoo.com,yahoo.com,129115.24,Premium,70,2025-07-11T00:23:13.884Z
5101,Garrett Ortiz,Garrett,Ortiz,32,Adult,garrett.ortiz@hotmail.com,hotmail.com,65266.8,Gold,50,2025-07-11T00:23:13.884Z
5102,Joshua Hayes,Joshua,Hayes,61,Middle Age,joshua.hayes@outlook.com,outlook.com,176123.98,Premium,60,2025-07-11T00:23:13.884Z
5103,Caleb Ramirez,Caleb,Ramirez,34,Adult,caleb.ramirez@gmail.com,gmail.com,195246.02,Premium,70,2025-07-11T00:23:13.884Z
5104,Jennifer Rodriguez,Jennifer,Rodriguez,70,Senior,jennifer.rodriguez@hotmail.com,hotmail.com,228869.4,Premium,40,2025-07-11T00:23:13.884Z
5105,Joshua Warren,Joshua,Warren,24,Young Adult,joshua.warren@yahoo.com,yahoo.com,224660.72,Premium,50,2025-07-11T00:23:13.885Z
5106,Jonathan Brown,Jonathan,Brown,66,Senior,jonathan.brown@outlook.com,outlook.com,147159.97,Premium,40,2025-07-11T00:23:13.885Z
5107,Eric Gibson,Eric,Gibson,68,Senior,eric.gibson@yahoo.com,yahoo.com,43098.13,Silver,30,2025-07-11T00:23:13.885Z
5108,Alexis Mitchell,Alexis,Mitchell,32,Adult,alexis.mitchell@outlook.com,outlook.com,190762.75,Premium,60,2025-07-11T00:23:13.885Z
5109,Brian Nguyen,Brian,Nguyen,54,Middle Age,brian.nguyen@hotmail.com,hotmail.com,121450.11,Premium,60,2025-07-11T00:23:13.886Z
5110,Patrick Adams,Patrick,Adams,62,Middle Age,patrick.adams@company.com,company.com,142124.71,Premium,60,2025-07-11T00:23:13.886Z
5111,Logan Hernandez,Logan,Hernandez,70,Senior,logan.hernandez@yahoo.com,yahoo.com,64197.49,Gold,40,2025-07-11T00:23:13.886Z
5112,Lauren Smith,Lauren,Smith,41,Adult,lauren.smith@hotmail.com,hotmail.com,155833.22,Premium,60,2025-07-11T00:23:13.886Z
5113,Blake Palmer,Blake,Palmer,56,Middle Age,blake.palmer@company.com,company.com,185400.86,Premium,60,2025-07-11T00:23:13.886Z
5114,Aaron Alexander,Aaron,Alexander,26,Adult,aaron.alexander@yahoo.com,yahoo.com,58862.38,Gold,60,2025-07-11T00:23:13.886Z
5115,Victoria Griffin,Victoria,Griffin,31,Adult,victoria.griffin@outlook.com,outlook.com,202450.2,Premium,60,2025-07-11T00:23:13.887Z
5116,Sharon Griffin,Sharon,Griffin,52,Middle Age,sharon.griffin@gmail.com,gmail.com,75984.9,Gold,60,2025-07-11T00:23:13.887Z
5117,Jose Myers,Jose,Myers,39,Adult,jose.myers@outlook.com,outlook.com,182587.17,Premium,60,2025-07-11T00:23:13.887Z
5118,Jose Henderson,Jose,Henderson,67,Senior,jose.henderson@gmail.com,gmail.com,82812.18,Gold,40,2025-07-11T00:23:13.887Z
5119,Gabrielle Patterson,Gabrielle,Patterson,44,Adult,gabrielle.patterson@yahoo.com,yahoo.com,162283.47,Premium,70,2025-07-11T00:23:13.887Z
5120,Kenneth Ramirez,Kenneth,Ramirez,56,Middle Age,kenneth.ramirez@hotmail.com,hotmail.com,201091.7,Premium,60,2025-07-11T00:23:13.887Z
5121,Gregory Wilson,Gregory,Wilson,65,Senior,gregory.wilson@gmail.com,gmail.com,103491.81,Premium,50,2025-07-11T00:23:13.887Z
5122,Andrea Price,Andrea,Price,52,Middle Age,andrea.price@yahoo.com,yahoo.com,123288.07,Premium,70,2025-07-11T00:23:13.888Z
5123,Trevor Cook,Trevor,Cook,43,Adult,trevor.cook@company.com,company.com,124763.68,Premium,60,2025-07-11T00:23:13.888Z
5124,Jordan Baker,Jordan,Baker,46,Middle Age,jordan.baker@yahoo.com,yahoo.com,150349.88,Premium,70,2025-07-11T00:23:13.888Z
5125,Colin Mason,Colin,Mason,46,Middle Age,colin.mason@company.com,company.com,205374.11,Premium,60,2025-07-11T00:23:13.888Z
5126,Taylor Lee,Taylor,Lee,30,Adult,taylor.lee@enterprise.com,enterprise.com,49716.36,Silver,40,2025-07-11T00:23:13.888Z
5127,Kimberly Bailey,Kimberly,Bailey,53,Middle Age,kimberly.bailey@hotmail.com,hotmail.com,153604.89,Premium,60,2025-07-11T00:23:13.889Z
5128,Caleb Torres,Caleb,Torres,38,Adult,caleb.torres@enterprise.com,enterprise.com,120003.14,Premium,60,2025-07-11T00:23:13.889Z
5129,Emma Brooks,Emma,Brooks,45,Middle Age,emma.brooks@company.com,company.com,74179.82,Gold,50,2025-07-11T00:23:13.889Z
5130,Hunter Russell,Hunter,Russell,28,Adult,hunter.russell@hotmail.com,hotmail.com,78145.16,Gold,50,2025-07-11T00:23:13.889Z
5131,Andrea Ward,Andrea,Ward,32,Adult,andrea.ward@enterprise.com,enterprise.com,190227.64,Premium,60,2025-07-11T00:23:13.889Z
5132,Natalie Green,Natalie,Green,39,Adult,natalie.green@outlook.com,outlook.com,229493.44,Premium,60,2025-07-11T00:23:13.889Z
5133,Brandon Jordan,Brandon,Jordan,58,Middle Age,brandon.jordan@company.com,company.com,106900.35,Premium,60,2025-07-11T00:23:13.890Z
5134,Steven Daniels,Steven,Daniels,43,Adult,steven.daniels@hotmail.com,hotmail.com,155054.72,Premium,60,2025-07-11T00:23:13.890Z
5135,Cameron Webb,Cameron,Webb,48,Middle Age,cameron.webb@hotmail.com,hotmail.com,86270.34,Gold,50,2025-07-11T00:23:13.890Z
5136,Tyler Johnson,Tyler,Johnson,60,Middle Age,tyler.johnson@enterprise.com,enterprise.com,116914.18,Premium,60,2025-07-11T00:23:13.890Z
5137,Nathan Burns,Nathan,Burns,54,Middle Age,nathan.burns@gmail.com,gmail.com,143544.78,Premium,70,2025-07-11T00:23:13.890Z
5138,Kimberly Rodriguez,Kimberly,Rodriguez,46,Middle Age,kimberly.rodriguez@company.com,company.com,231263.06,Premium,60,2025-07-11T00:23:13.890Z
5139,Andrew Cooper,Andrew,Cooper,43,Adult,andrew.cooper@outlook.com,outlook.com,236482.64,Premium,60,2025-07-11T00:23:13.891Z
5140,Peter Hayes,Peter,Hayes,58,Middle Age,peter.hayes@gmail.com,gmail.com,155118.12,Premium,70,2025-07-11T00:23:13.891Z
5141,Aaron Allen,Aaron,Allen,26,Adult,aaron.allen@company.com,company.com,40348.81,Silver,40,2025-07-11T00:23:13.891Z
5142,Victoria Daniels,Victoria,Daniels,67,Senior,victoria.daniels@hotmail.com,hotmail.com,130942.3,Premium,40,2025-07-11T00:23:13.891Z
5143,Faith Howard,Faith,Howard,33,Adult,faith.howard@company.com,company.com,113972.11,Premium,60,2025-07-11T00:23:13.891Z
5144,Cole Carter,Cole,Carter,46,Middle Age,cole.carter@yahoo.com,yahoo.com,165899.11,Premium,70,2025-07-11T00:23:13.891Z
5145,Katelyn Kelly,Katelyn,Kelly,59,Middle Age,katelyn.kelly@outlook.com,outlook.com,65260.54,Gold,50,2025-07-11T00:23:13.891Z
5146,Allison Nichols,Allison,Nichols,26,Adult,allison.nichols@gmail.com,gmail.com,108786.85,Premium,70,2025-07-11T00:23:13.892Z
5147,Kevin Woods,Kevin,Woods,35,Adult,kevin.woods@gmail.com,gmail.com,190401.84,Premium,70,2025-07-11T00:23:13.892Z
5148,Eric Ramirez,Eric,Ramirez,35,Adult,eric.ramirez@yahoo.com,yahoo.com,43694.23,Silver,50,2025-07-11T00:23:13.892Z
5149,Jessica Bailey,Jessica,Bailey,23,Young Adult,jessica.bailey@yahoo.com,yahoo.com,126766.22,Premium,50,2025-07-11T00:23:13.892Z
5150,Lauren King,Lauren,King,62,Middle Age,lauren.king@company.com,company.com,199490.87,Premium,60,2025-07-11T00:23:13.892Z
5151,Patrick Crawford,Patrick,Crawford,43,Adult,patrick.crawford@gmail.com,gmail.com,36232.73,Silver,50,2025-07-11T00:23:13.892Z
5152,Joshua Brooks,Joshua,Brooks,39,Adult,joshua.brooks@yahoo.com,yahoo.com,123804.5,Premium,70,2025-07-11T00:23:13.892Z
5153,Stephanie Ramos,Stephanie,Ramos,40,Adult,stephanie.ramos@yahoo.com,yahoo.com,47810.25,Silver,50,2025-07-11T00:23:13.893Z
5154,Natalie Kennedy,Natalie,Kennedy,62,Middle Age,natalie.kennedy@company.com,company.com,129851.06,Premium,60,2025-07-11T00:23:13.894Z
5155,Jordan Robertson,Jordan,Robertson,48,Middle Age,jordan.robertson@outlook.com,outlook.com,180086.36,Premium,60,2025-07-11T00:23:13.894Z
5156,Destiny Davis,Destiny,Davis,56,Middle Age,destiny.davis@outlook.com,outlook.com,125166.71,Premium,60,2025-07-11T00:23:13.894Z
5157,Chase Butler,Chase,Butler,22,Young Adult,chase.butler@enterprise.com,enterprise.com,207163.22,Premium,40,2025-07-11T00:23:13.894Z
5158,Hunter Cooper,Hunter,Cooper,62,Middle Age,hunter.cooper@company.com,company.com,109493.95,Premium,60,2025-07-11T00:23:13.894Z
5159,Katherine Davis,Katherine,Davis,31,Adult,katherine.davis@company.com,company.com,54137.65,Gold,50,2025-07-11T00:23:13.895Z
5160,Katelyn Hernandez,Katelyn,Hernandez,58,Middle Age,katelyn.hernandez@hotmail.com,hotmail.com,182660.92,Premium,60,2025-07-11T00:23:13.895Z
5161,Destiny Morris,Destiny,Morris,52,Middle Age,destiny.morris@hotmail.com,hotmail.com,105747.95,Premium,60,2025-07-11T00:23:13.895Z
5162,Taylor Barnes,Taylor,Barnes,23,Young Adult,taylor.barnes@hotmail.com,hotmail.com,74864.37,Gold,30,2025-07-11T00:23:13.895Z
5163,Megan Russell,Megan,Russell,41,Adult,megan.russell@hotmail.com,hotmail.com,159620.28,Premium,60,2025-07-11T00:23:13.895Z
5164,Samantha Garcia,Samantha,Garcia,48,Middle Age,samantha.garcia@hotmail.com,hotmail.com,21624.09,Silver,40,2025-07-11T00:23:13.895Z
5165,Kenneth Marshall,Kenneth,Marshall,52,Middle Age,kenneth.marshall@yahoo.com,yahoo.com,74078.23,Gold,60,2025-07-11T00:23:13.895Z
5166,Jose Dixon,Jose,Dixon,32,Adult,jose.dixon@hotmail.com,hotmail.com,118353.01,Premium,60,2025-07-11T00:23:13.896Z
5167,Kayla Miller,Kayla,Miller,25,Adult,kayla.miller@hotmail.com,hotmail.com,143141.79,Premium,60,2025-07-11T00:23:13.896Z
5168,Michael Hayes,Michael,Hayes,25,Adult,michael.hayes@gmail.com,gmail.com,164095.57,Premium,70,2025-07-11T00:23:13.896Z
5169,Patrick Simpson,Patrick,Simpson,70,Senior,patrick.simpson@yahoo.com,yahoo.com,29223.23,Silver,30,2025-07-11T00:23:13.896Z
5170,Peter Alexander,Peter,Alexander,69,Senior,peter.alexander@company.com,company.com,17061.54,Silver,20,2025-07-11T00:23:13.896Z
5171,Ryan Smith,Ryan,Smith,58,Middle Age,ryan.smith@yahoo.com,yahoo.com,130989.46,Premium,70,2025-07-11T00:23:13.896Z
5172,Chase Ford,Chase,Ford,27,Adult,chase.ford@hotmail.com,hotmail.com,205073.15,Premium,60,2025-07-11T00:23:13.897Z
5173,Jennifer Owens,Jennifer,Owens,49,Middle Age,jennifer.owens@outlook.com,outlook.com,169242.01,Premium,60,2025-07-11T00:23:13.897Z
5174,Garrett Palmer,Garrett,Palmer,64,Middle Age,garrett.palmer@company.com,company.com,55379.34,Gold,50,2025-07-11T00:23:13.897Z
5175,Rebecca Campbell,Rebecca,Campbell,40,Adult,rebecca.campbell@company.com,company.com,91723.48,Gold,50,2025-07-11T00:23:13.897Z
5176,Kenneth Murray,Kenneth,Murray,62,Middle Age,kenneth.murray@outlook.com,outlook.com,57665.12,Gold,50,2025-07-11T00:23:13.897Z
5177,Devin Rice,Devin,Rice,61,Middle Age,devin.rice@gmail.com,gmail.com,102692.94,Premium,70,2025-07-11T00:23:13.897Z
5178,Andrew Bennett,Andrew,Bennett,35,Adult,andrew.bennett@yahoo.com,yahoo.com,224633.26,Premium,70,2025-07-11T00:23:13.897Z
5179,Alexis Green,Alexis,Green,63,Middle Age,alexis.green@gmail.com,gmail.com,33481.02,Silver,50,2025-07-11T00:23:13.898Z
5180,Angela Martinez,Angela,Martinez,58,Middle Age,angela.martinez@gmail.com,gmail.com,189038.14,Premium,70,2025-07-11T00:23:13.898Z
5181,Brooke Morris,Brooke,Morris,64,Middle Age,brooke.morris@hotmail.com,hotmail.com,246347.19,Premium,60,2025-07-11T00:23:13.898Z
5182,John Dixon,John,Dixon,35,Adult,john.dixon@enterprise.com,enterprise.com,28077.79,Silver,40,2025-07-11T00:23:13.898Z
5183,Tiffany Parker,Tiffany,Parker,38,Adult,tiffany.parker@gmail.com,gmail.com,27021.09,Silver,50,2025-07-11T00:23:13.898Z
